,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,sodium,vitamin_a,vitamin_a_rae,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,glycine,carbohydrate,fiber,sugars,glucose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,water
1907,"Babyfood, strained, veal, meat",100 g,81,2.5g,1.1g,33mg,13.12 g,39.00 mg,0.00 IU,0.00 mcg,1.65 mcg,0.049 mg,0.0 mg,26.00 IU,0.28 mg,0.0 mcg,6.00 mg,0.148 mg,0.76 mg,11.00 mg,0.037 mg,98.00 mg,170.00 mg,3.5 mcg,2.50 mg,0,1.51 g,0.0 g,0.00 g,0,0,2.45 g,1.063 g,1.054 g,0.157 g,33.00 mg,0.0 g,0.54 g,0.00 mg,82.37 g
1908,"Guinea hen, raw, meat and skin",100 g,158,6.5g,1.8g,74mg,23.40 g,67.00 mg,92.00 IU,28.00 mcg,0.34 mcg,0.380 mg,1.3 mg,0,0,0,11.00 mg,0.043 mg,0.84 mg,22.00 mg,0.018 mg,153.00 mg,193.00 mg,16.3 mcg,1.13 mg,1.572 g,0.00 g,0.0 g,0,0,0,6.45 g,1.770 g,2.430 g,1.410 g,74.00 mg,0.0 g,1.25 g,0,68.90 g
1909,"Peppers, raw, green, hot chili",100 g,40,0.2g,,0,2.00 g,7.00 mg,1179.00 IU,59.00 mcg,0.00 mcg,0.278 mg,242.5 mg,0.00 IU,0.69 mg,14.3 mcg,18.00 mg,0.174 mg,1.20 mg,25.00 mg,0.237 mg,46.00 mg,340.00 mg,0.5 mcg,0.30 mg,0.074 g,9.46 g,1.5 g,5.10 g,0,0,0.20 g,0.021 g,0.011 g,0.109 g,0.00 mg,0.0 g,0.60 g,0.00 mg,87.74 g
1910,"Squash, raw, butternut, winter",100 g,45,0.1g,,0,1.00 g,4.00 mg,10630.00 IU,532.00 mcg,0.00 mcg,0.154 mg,21.0 mg,0.00 IU,1.44 mg,1.1 mcg,48.00 mg,0.072 mg,0.70 mg,34.00 mg,0.202 mg,33.00 mg,352.00 mg,0.5 mcg,0.15 mg,0.037 g,11.69 g,2.0 g,2.20 g,0.99 g,0.22 g,0.10 g,0.021 g,0.007 g,0.042 g,0.00 mg,0.0 g,0.80 g,0.00 mg,86.41 g
1911,"Peppers, sauteed, green, sweet",100 g,127,12g,1.6g,0,0.78 g,17.00 mg,273.00 IU,14.00 mcg,0.00 mcg,0.196 mg,177.0 mg,0.00 IU,1.40 mg,21.3 mcg,8.00 mg,0.017 mg,0.30 mg,8.00 mg,0.062 mg,15.00 mg,134.00 mg,0.6 mcg,0.06 mg,0.027 g,4.22 g,1.8 g,2.17 g,1.09 g,0.00 g,11.85 g,1.590 g,2.337 g,5.900 g,0.00 mg,0,0.50 g,0,82.65 g
1912,"Bread, unenriched, white, pita",100 g,275,1.2g,0.2g,0,9.10 g,536.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.034 mg,0.0 mg,0,0,0,86.00 mg,0.168 mg,1.40 mg,26.00 mg,0.481 mg,97.00 mg,120.00 mg,0,0.84 mg,0.319 g,55.70 g,2.2 g,0,0,0,1.20 g,0.166 g,0.105 g,0.535 g,0.00 mg,0,1.90 g,0,32.10 g
1913,"Corn flour, white, whole-grain",100 g,361,3.9g,0.5g,0,6.93 g,5.00 mg,3.00 IU,0.00 mcg,0.00 mcg,0.370 mg,0.0 mg,0.00 IU,0.42 mg,0.3 mcg,7.00 mg,0.230 mg,2.38 mg,93.00 mg,0.460 mg,272.00 mg,315.00 mg,15.4 mcg,1.73 mg,0.284 g,76.85 g,7.3 g,0.64 g,0,0,3.86 g,0.543 g,1.018 g,1.759 g,0.00 mg,0.0 g,1.45 g,0.00 mg,10.91 g
1914,"Salad dressing, sweet and sour",100 g,15,0g,,0,0.10 g,208.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.010 mg,8.1 mg,0.00 IU,2.56 mg,39.6 mcg,4.00 mg,0.010 mg,0.04 mg,3.00 mg,0.060 mg,3.00 mg,33.00 mg,1.6 mcg,0.02 mg,0,3.70 g,0.0 g,3.70 g,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.50 g,0.00 mg,95.70 g
1915,"Bologna, pork, turkey, chicken",100 g,298,26g,8g,80mg,9.88 g,922.00 mg,75.00 IU,13.00 mcg,0.79 mcg,0.180 mg,19.7 mg,0,0.41 mg,0.0 mcg,82.00 mg,0.060 mg,1.16 mg,15.00 mg,0.044 mg,185.00 mg,152.00 mg,0.0 mcg,1.28 mg,0,5.65 g,0.0 g,0.00 g,0,0,26.18 g,7.990 g,10.555 g,4.672 g,80.00 mg,0.0 g,3.03 g,0.00 mg,55.25 g
1916,"Rice, raw, medium-grain, brown",100 g,362,2.7g,0.5g,0,7.50 g,4.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.509 mg,0.0 mg,0.00 IU,0,0,33.00 mg,0.277 mg,1.80 mg,143.00 mg,3.743 mg,264.00 mg,268.00 mg,0,2.02 mg,0.369 g,76.17 g,3.4 g,0,0,0,2.68 g,0.536 g,0.971 g,0.959 g,0.00 mg,0.0 g,1.27 g,0,12.37 g
1917,"Cocoa, unsweetened, dry powder",100 g,228,14g,8.1g,0,19.60 g,21.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.118 mg,0.0 mg,0.00 IU,0.10 mg,2.5 mcg,128.00 mg,3.788 mg,13.86 mg,499.00 mg,3.837 mg,734.00 mg,1524.00 mg,14.3 mcg,6.81 mg,0.879 g,57.90 g,37.0 g,1.75 g,0,0,13.70 g,8.070 g,4.570 g,0.440 g,0.00 mg,0.0 g,5.80 g,230.00 mg,3.00 g
1918,"McDONALD'S, Hot Caramel Sundae",100 g,188,4.9g,2.5g,16mg,3.58 g,80.00 mg,307.00 IU,92.00 mcg,0.51 mcg,0.049 mg,0,0,0.01 mg,0,127.00 mg,0.015 mg,0.08 mg,12.00 mg,0.009 mg,112.00 mg,186.00 mg,0,0.45 mg,0,33.36 g,0.0 g,23.54 g,3.00 g,12.67 g,4.89 g,2.468 g,1.210 g,0.232 g,16.00 mg,0,0.90 g,0,57.27 g
1919,"BURGER KING, Hash Brown Rounds",100 g,302,19g,3.3g,0,2.80 g,568.00 mg,2.00 IU,0.00 mcg,0,0.187 mg,4.3 mg,0,4.40 mg,0,15.00 mg,0.127 mg,0.71 mg,20.00 mg,0.176 mg,95.00 mg,364.00 mg,0.4 mcg,0.37 mg,0.095 g,29.37 g,2.3 g,0.63 g,0.35 g,0.00 g,19.30 g,3.285 g,5.466 g,8.984 g,0.00 mg,0,2.19 g,0,46.34 g
1920,"Beverages, canned, grape drink",100 g,61,0g,,0,0.00 g,16.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.002 mg,31.4 mg,0.00 IU,0.00 mg,0.0 mcg,52.00 mg,0.013 mg,0.07 mg,1.00 mg,0.027 mg,0.00 mg,12.00 mg,0.1 mcg,0.12 mg,0,15.72 g,0.0 g,13.06 g,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.08 g,0.00 mg,84.20 g
1921,"Candies, 100 GRAND Bar, NESTLE",100 g,468,19g,12g,12mg,2.50 g,203.00 mg,127.00 IU,38.00 mcg,0.29 mcg,0.016 mg,0.7 mg,0.00 IU,0.42 mg,6.2 mcg,76.00 mg,0.185 mg,0.34 mg,25.00 mg,0.172 mg,86.00 mg,163.00 mg,2.5 mcg,0.99 mg,0,70.97 g,1.0 g,51.90 g,0,0,19.33 g,11.900 g,6.039 g,1.388 g,12.00 mg,0.0 g,1.10 g,8.00 mg,6.10 g
1922,"Sausage, cooked, pork, Italian",100 g,344,27g,10g,57mg,19.12 g,743.00 mg,16.00 IU,10.00 mcg,1.30 mcg,0.330 mg,0.1 mg,41.00 IU,0.25 mg,3.4 mcg,21.00 mg,0.080 mg,1.43 mg,18.00 mg,0,170.00 mg,304.00 mg,22.0 mcg,2.39 mg,1.214 g,4.27 g,0.1 g,1.86 g,0,0,27.31 g,10.195 g,17.108 g,3.518 g,57.00 mg,0.0 g,2.18 g,0.00 mg,47.13 g
1923,"Babyfood, dry, rice and apples",100 g,396,2.4g,0.5g,0,6.70 g,16.00 mg,8.00 IU,0.00 mcg,0.00 mcg,0.090 mg,0.0 mg,0.00 IU,0.22 mg,1.5 mcg,850.00 mg,0.373 mg,37.00 mg,15.00 mg,0,423.00 mg,410.00 mg,11.6 mcg,1.40 mg,0,86.89 g,3.0 g,3.22 g,0,0,2.40 g,0.503 g,0.615 g,0.920 g,0.00 mg,0.0 g,0.81 g,0.00 mg,3.20 g
1924,"OLIVE GARDEN, lasagna classico",100 g,184,11g,5.3g,40mg,11.28 g,450.00 mg,414.00 IU,60.00 mcg,0.55 mcg,0,0.7 mg,0,0.86 mg,6.8 mcg,211.00 mg,0.061 mg,0.75 mg,22.00 mg,0.113 mg,183.00 mg,258.00 mg,15.2 mcg,1.31 mg,0.366 g,10.33 g,1.6 g,3.53 g,1.02 g,0.00 g,10.84 g,5.347 g,3.203 g,0.789 g,40.00 mg,0,2.25 g,0,65.29 g
1925,"Soup, condensed, canned, onion",100 g,46,1.4g,0.2g,0,3.06 g,516.00 mg,11.00 IU,3.00 mcg,0.00 mcg,0.040 mg,1.0 mg,0.00 IU,0.22 mg,0.4 mcg,22.00 mg,0.100 mg,0.55 mg,2.00 mg,0.200 mg,9.00 mg,56.00 mg,3.5 mcg,0.50 mg,0,6.68 g,0.7 g,2.72 g,0,0,1.42 g,0.210 g,0.610 g,0.530 g,0.00 mg,0.0 g,2.49 g,0.00 mg,86.35 g
1926,"Mangosteen, syrup pack, canned",100 g,73,0.6g,,0,0.41 g,7.00 mg,35.00 IU,2.00 mcg,0.00 mcg,0.018 mg,2.9 mg,0.00 IU,0,0,12.00 mg,0.069 mg,0.30 mg,13.00 mg,0.102 mg,8.00 mg,48.00 mg,0,0.21 mg,0,17.91 g,1.8 g,0,0,0,0.58 g,0,0,0,0.00 mg,0,0.16 g,0,80.94 g
1927,"Kiwifruit, raw, ZESPRI SunGold",100 g,63,0.3g,0.1g,0,1.02 g,3.00 mg,23.00 IU,1.00 mcg,0.08 mcg,0.079 mg,161.3 mg,0.00 IU,1.40 mg,6.1 mcg,17.00 mg,0.151 mg,0.21 mg,12.00 mg,0.048 mg,25.00 mg,315.00 mg,0.4 mcg,0.08 mg,0,15.79 g,1.4 g,12.30 g,5.28 g,1.22 g,0.28 g,0.065 g,0.023 g,0.111 g,0.00 mg,0.0 g,0.47 g,0.00 mg,82.44 g
1928,"McDONALD'S, Sausage McGRIDDLES",100 g,312,18g,5.4g,24mg,8.41 g,737.00 mg,0.00 IU,0,0.27 mcg,0.108 mg,0.0 mg,0,0,0,63.00 mg,0.079 mg,1.42 mg,14.00 mg,0.198 mg,316.00 mg,145.00 mg,0,0.76 mg,0,31.25 g,1.0 g,11.23 g,3.91 g,6.16 g,17.76 g,5.435 g,7.532 g,2.591 g,24.00 mg,0,2.47 g,0,40.11 g
1929,"Flan, dry mix, caramel custard",100 g,348,0g,,0,0.00 g,432.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.000 mg,0.0 mg,0,0,0,24.00 mg,0.015 mg,0.08 mg,0.00 mg,0.007 mg,1.00 mg,153.00 mg,21.3 mcg,0.04 mg,0,91.60 g,0.0 g,0,0,0,0.00 g,0,0,0,0.00 mg,0,0.61 g,0.00 mg,7.80 g
1930,"Snacks, cheese-flavor, popcorn",100 g,526,33g,6.4g,11mg,9.30 g,889.00 mg,140.00 IU,8.00 mcg,0.53 mcg,0.235 mg,0.5 mg,0.00 IU,3.82 mg,8.2 mcg,113.00 mg,0.140 mg,2.24 mg,91.00 mg,0.713 mg,361.00 mg,261.00 mg,12.0 mcg,2.01 mg,0.308 g,51.60 g,9.9 g,0.79 g,0,0,33.20 g,6.410 g,9.700 g,15.370 g,11.00 mg,0.0 g,3.40 g,0.00 mg,2.50 g
1931,"Babyfood, toddler, dices, peas",100 g,64,0.8g,0.1g,0,3.90 g,48.00 mg,304.00 IU,15.00 mcg,0.00 mcg,0.060 mg,6.0 mg,0.00 IU,0.45 mg,18.0 mcg,21.00 mg,0.080 mg,1.00 mg,19.00 mg,0.150 mg,67.00 mg,81.00 mg,0.1 mcg,0.50 mg,0,10.30 g,3.9 g,4.13 g,0,0,0.80 g,0.140 g,0.070 g,0.370 g,0.00 mg,0.0 g,0.35 g,0.00 mg,84.60 g
1932,"Egg, raw, fresh, whole, turkey",100 g,171,12g,3.6g,933mg,13.68 g,151.00 mg,554.00 IU,166.00 mcg,1.69 mcg,0.131 mg,0.0 mg,0,0,0,99.00 mg,0.062 mg,4.10 mg,13.00 mg,0.038 mg,170.00 mg,142.00 mg,34.3 mcg,1.58 mg,0.455 g,1.15 g,0.0 g,0,0,0,11.88 g,3.632 g,4.571 g,1.658 g,933.00 mg,0,0.79 g,0,72.50 g
1933,"Mollusks, raw, common, octopus",100 g,82,1g,0.2g,48mg,14.91 g,230.00 mg,150.00 IU,45.00 mcg,20.00 mcg,0.360 mg,5.0 mg,0.00 IU,1.20 mg,0.1 mcg,53.00 mg,0.435 mg,5.30 mg,30.00 mg,0.025 mg,186.00 mg,350.00 mg,44.8 mcg,1.68 mg,0.933 g,2.20 g,0.0 g,0.00 g,0,0,1.04 g,0.227 g,0.162 g,0.239 g,48.00 mg,0.0 g,1.60 g,0.00 mg,80.25 g
1934,Vegetarian meatloaf or patties,100 g,197,9g,1.4g,0,21.00 g,550.00 mg,0.00 IU,0.00 mcg,2.40 mcg,1.200 mg,0.0 mg,0.00 IU,1.73 mg,0.0 mcg,29.00 mg,0.706 mg,2.10 mg,18.00 mg,0,344.00 mg,180.00 mg,0.8 mcg,1.80 mg,0,8.00 g,4.6 g,1.20 g,0,0,9.00 g,1.425 g,2.188 g,4.666 g,0.00 mg,0.0 g,4.00 g,0.00 mg,58.00 g
1935,"Pheasant, total edible, cooked",100 g,239,12g,3.9g,89mg,32.40 g,43.00 mg,190.00 IU,57.00 mcg,0.72 mcg,0.750 mg,2.3 mg,7.00 IU,0.27 mg,4.9 mcg,16.00 mg,0.084 mg,1.43 mg,22.00 mg,0,242.00 mg,271.00 mg,20.7 mcg,1.37 mg,0,0.00 g,0.0 g,0.00 g,0,0,12.10 g,3.908 g,5.627 g,1.185 g,89.00 mg,0.0 g,1.30 g,0.00 mg,54.20 g
1936,"Yogurt, nonfat, vanilla, Greek",100 g,78,0.2g,0.1g,3mg,8.64 g,34.00 mg,0.00 IU,0.00 mcg,0.64 mcg,0.050 mg,0.0 mg,35.00 IU,0.02 mg,0.1 mcg,99.00 mg,0.018 mg,0.04 mg,10.00 mg,0.008 mg,119.00 mg,123.00 mg,9.7 mcg,0.46 mg,0.119 g,10.37 g,0.5 g,9.54 g,0.32 g,4.07 g,0.18 g,0.133 g,0.039 g,0.009 g,3.00 mg,0.0 g,0.55 g,0.00 mg,80.26 g
1937,"KEEBLER, Iced Cookies, ANIMALS",100 g,459,16g,5g,0,5.60 g,337.00 mg,0,0,0,0.020 mg,0,0,0,0,0,0,3.10 mg,12.00 mg,0,61.00 mg,66.00 mg,0,0.40 mg,0,74.20 g,1.6 g,26.70 g,0,0,15.60 g,5.000 g,3.500 g,5.800 g,0.00 mg,0,0,0,3.75 g
1938,"Cheese, queso asadero, mexican",100 g,356,28g,18g,105mg,22.60 g,705.00 mg,190.00 IU,55.00 mcg,1.00 mcg,0.053 mg,0.0 mg,21.00 IU,0.24 mg,2.4 mcg,661.00 mg,0.026 mg,0.51 mg,26.00 mg,0.036 mg,443.00 mg,86.00 mg,14.5 mcg,3.02 mg,0.246 g,2.87 g,0.0 g,2.87 g,0,0,28.26 g,17.939 g,8.038 g,0.850 g,105.00 mg,0.0 g,4.11 g,0.00 mg,42.16 g
1939,"Oat flour, partially debranned",100 g,404,9.1g,1.6g,0,14.66 g,19.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.125 mg,0.0 mg,0.00 IU,0.70 mg,3.2 mcg,55.00 mg,0.437 mg,4.00 mg,144.00 mg,4.019 mg,452.00 mg,371.00 mg,34.0 mcg,3.20 mg,0,65.70 g,6.5 g,0.80 g,0.10 g,0.50 g,9.12 g,1.607 g,2.866 g,3.329 g,0.00 mg,0.0 g,1.97 g,0.00 mg,8.55 g
1940,"Potatoes, ready-to-eat, mashed",100 g,106,5g,2.6g,13mg,1.97 g,298.00 mg,205.00 IU,53.00 mcg,0.22 mcg,0.109 mg,0.1 mg,2.00 IU,0.29 mg,2.4 mcg,34.00 mg,0.011 mg,0.27 mg,14.00 mg,0.091 mg,61.00 mg,274.00 mg,26.9 mcg,0.30 mg,0,13.29 g,1.9 g,1.76 g,0.27 g,0.00 g,5.01 g,2.632 g,1.236 g,0.684 g,13.00 mg,0.0 g,1.46 g,0.00 mg,78.27 g
1941,"Snacks, plain, CORNNUTS, KRAFT",100 g,446,16g,2.4g,0,8.50 g,564.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.229 mg,0.0 mg,0.00 IU,1.98 mg,9.3 mcg,9.00 mg,0.115 mg,1.67 mg,113.00 mg,0.455 mg,275.00 mg,278.00 mg,14.8 mcg,1.78 mg,0,71.86 g,6.9 g,0.61 g,0,0,15.64 g,2.430 g,9.460 g,3.050 g,0.00 mg,0.0 g,2.70 g,0.00 mg,1.30 g
1942,"Noodles, cooked, enriched, egg",100 g,138,2.1g,0.4g,29mg,4.54 g,5.00 mg,21.00 IU,6.00 mcg,0.09 mcg,0.046 mg,0.0 mg,4.00 IU,0.17 mg,0.0 mcg,12.00 mg,0.098 mg,1.47 mg,21.00 mg,0.315 mg,76.00 mg,38.00 mg,23.9 mcg,0.65 mg,0.159 g,25.16 g,1.2 g,0.40 g,0.07 g,0.04 g,2.07 g,0.419 g,0.581 g,0.552 g,29.00 mg,0.0 g,0.50 g,0.00 mg,67.73 g
1943,"Pitanga, raw, (surinam-cherry)",100 g,33,0.4g,,0,0.80 g,3.00 mg,1500.00 IU,75.00 mcg,0.00 mcg,0,26.3 mg,0,0,0,9.00 mg,0,0.20 mg,12.00 mg,0,11.00 mg,103.00 mg,0,0,0,7.49 g,0,0,0,0,0.40 g,0,0,0,0.00 mg,0,0.50 g,0,90.81 g
1944,"Crackers, GOYA CRACKERS, snack",100 g,433,13g,6.3g,0,14.25 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35 g,3.8 g,2.35 g,0.00 g,0.00 g,13.35 g,6.323 g,4.697 g,1.536 g,0,0,2.12 g,0,5.93 g
1945,"Beans, raw, mature seeds, navy",100 g,337,1.5g,0.2g,0,22.33 g,5.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.428 mg,0,0.00 IU,0.02 mg,2.5 mcg,147.00 mg,0.834 mg,5.49 mg,175.00 mg,1.418 mg,407.00 mg,1185.00 mg,11.0 mcg,3.65 mg,0.801 g,60.75 g,15.3 g,3.88 g,0.21 g,3.33 g,1.50 g,0.170 g,0.128 g,0.873 g,0,0.0 g,3.32 g,0.00 mg,12.10 g
1946,"Topping, SMUCKER'S MAGIC SHELL",100 g,609,44g,21g,2mg,2.94 g,29.00 mg,21.00 IU,6.00 mcg,0.08 mcg,0.013 mg,0.0 mg,0.00 IU,9.85 mg,1.8 mcg,0.00 mg,0.133 mg,0.00 mg,15.00 mg,0.148 mg,54.00 mg,73.00 mg,1.0 mcg,0.45 mg,0.108 g,50.07 g,2.9 g,47.06 g,0,0,44.10 g,20.590 g,6.156 g,15.094 g,2.00 mg,0.0 g,2.64 g,4.00 mg,0.25 g
1947,"Bread stuffing, dry mix, bread",100 g,386,3.4g,0.8g,1mg,11.00 g,1405.00 mg,2.00 IU,0.00 mcg,0.02 mcg,0.152 mg,0.0 mg,0.00 IU,0.38 mg,1.1 mcg,97.00 mg,0.238 mg,3.81 mg,40.00 mg,0.594 mg,141.00 mg,246.00 mg,48.0 mcg,0.93 mg,0.408 g,76.20 g,3.2 g,8.27 g,0,0,3.40 g,0.845 g,1.493 g,0.713 g,1.00 mg,0.0 g,5.20 g,0.00 mg,4.20 g
1948,"Broccoli, raw, flower clusters",100 g,28,0.4g,0.1g,0,2.98 g,27.00 mg,3000.00 IU,0,0.00 mcg,0.159 mg,93.2 mg,0.00 IU,0,0,48.00 mg,0.045 mg,0.88 mg,25.00 mg,0.229 mg,66.00 mg,325.00 mg,3.0 mcg,0.40 mg,0.095 g,5.06 g,2.3 g,1.48 g,0,0,0.35 g,0.054 g,0.024 g,0.167 g,0.00 mg,0.0 g,0.92 g,0.00 mg,90.69 g
1949,"Gravy, golden pork, CAMPBELL'S",100 g,76,5.1g,2.5g,8mg,1.69 g,525.00 mg,0.00 IU,0,0,0,0.0 mg,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,0,5.08 g,0.0 g,1.69 g,0,0,5.08 g,2.542 g,0,0,8.00 mg,0,0.74 g,0,87.40 g
1950,"SILK Plus Omega-3 DHA, soymilk",100 g,45,2.1g,0.2g,0,2.88 g,49.00 mg,412.00 IU,0,1.23 mcg,0,0.0 mg,49.00 IU,0,0,144.00 mg,0,0.44 mg,16.00 mg,0,0,144.00 mg,2.3 mcg,0.25 mg,0,3.29 g,0.4 g,2.47 g,0,0,2.06 g,0.206 g,0,0,0.00 mg,0,0.64 g,0,91.13 g
1951,"Cheese, reduced fat, provolone",100 g,274,18g,11g,55mg,24.70 g,615.00 mg,532.00 IU,141.00 mcg,1.46 mcg,0.073 mg,0.0 mg,13.00 IU,0.15 mg,1.5 mcg,756.00 mg,0.026 mg,0.52 mg,28.00 mg,0.010 mg,496.00 mg,138.00 mg,14.5 mcg,3.23 mg,0.433 g,3.50 g,0.0 g,0.55 g,0,0,17.60 g,11.300 g,4.890 g,0.510 g,55.00 mg,0.0 g,3.60 g,0.00 mg,50.60 g
1952,"Blueberries, sweetened, frozen",100 g,85,0.1g,,0,0.40 g,1.00 mg,49.00 IU,2.00 mcg,0.00 mcg,0.059 mg,1.0 mg,0.00 IU,0.52 mg,17.7 mcg,6.00 mg,0.039 mg,0.39 mg,2.00 mg,0.262 mg,7.00 mg,60.00 mg,0.2 mcg,0.06 mg,0.016 g,21.95 g,2.2 g,19.72 g,0,0,0.13 g,0.011 g,0.018 g,0.057 g,0.00 mg,0.0 g,0.12 g,0.00 mg,77.40 g
1953,"Beets, drained, boiled, cooked",100 g,44,0.2g,,0,1.68 g,77.00 mg,35.00 IU,2.00 mcg,0.00 mcg,0.067 mg,3.6 mg,0.00 IU,0.04 mg,0.2 mcg,16.00 mg,0.074 mg,0.79 mg,23.00 mg,0.326 mg,38.00 mg,305.00 mg,0.7 mcg,0.35 mg,0.033 g,9.96 g,2.0 g,7.96 g,0,0,0.18 g,0.028 g,0.035 g,0.064 g,0.00 mg,0.0 g,1.12 g,0.00 mg,87.06 g
1954,"Babyfood, orange-carrot, juice",100 g,43,0.1g,,0,0.50 g,10.00 mg,1880.00 IU,94.00 mcg,0.00 mcg,0.050 mg,34.1 mg,0.00 IU,0.29 mg,1.5 mcg,16.00 mg,0.044 mg,0.20 mg,10.00 mg,0,19.00 mg,174.00 mg,0.1 mcg,0.07 mg,0,9.90 g,0.4 g,8.40 g,0,0,0.10 g,0.010 g,0.010 g,0.030 g,0.00 mg,0.0 g,0.25 g,0.00 mg,89.10 g
1955,"Fast foods, strawberry, sundae",100 g,175,5.1g,2.4g,14mg,4.09 g,60.00 mg,145.00 IU,37.00 mcg,0.42 mcg,0.050 mg,1.3 mg,0,0.51 mg,0,105.00 mg,0.050 mg,0.21 mg,16.00 mg,0.110 mg,101.00 mg,177.00 mg,2.9 mcg,0.43 mg,0.085 g,29.18 g,0.0 g,0,0,0,5.13 g,2.444 g,1.739 g,0.667 g,14.00 mg,0,0.70 g,0,60.90 g
1956,"Chicken, raw, giblets, stewing",100 g,168,9.2g,2.6g,240mg,17.89 g,77.00 mg,10497.00 IU,3152.00 mcg,10.83 mcg,0.520 mg,11.4 mg,0,0,0,10.00 mg,0.275 mg,5.93 mg,18.00 mg,0.151 mg,198.00 mg,226.00 mg,56.1 mcg,3.01 mg,0.983 g,2.13 g,0.0 g,0,0,0,9.21 g,2.630 g,2.750 g,2.100 g,240.00 mg,0,0.97 g,0,69.80 g
1957,"McDONALD'S, McCHICKEN Sandwich",100 g,273,13g,2.3g,27mg,10.43 g,624.00 mg,0,0,0.19 mcg,0,0,0,0,0,88.00 mg,0.082 mg,1.74 mg,20.00 mg,0.358 mg,139.00 mg,173.00 mg,0,0.63 mg,0,27.97 g,1.3 g,3.57 g,1.03 g,0.17 g,13.21 g,2.346 g,4.401 g,4.964 g,27.00 mg,0,2.28 g,0,46.11 g
1958,"Cream, fat free, half and half",100 g,59,1.4g,0.8g,5mg,2.60 g,100.00 mg,43.00 IU,12.00 mcg,0.52 mcg,0.062 mg,0.7 mg,0.00 IU,0.04 mg,0.2 mcg,96.00 mg,0.016 mg,0.00 mg,16.00 mg,0.002 mg,151.00 mg,206.00 mg,2.9 mcg,0.81 mg,0,9.00 g,0.0 g,5.00 g,0,0,1.40 g,0.841 g,0.384 g,0.052 g,5.00 mg,0.0 g,1.00 g,0.00 mg,86.00 g
1959,"Squash, raw, spaghetti, winter",100 g,31,0.6g,0.1g,0,0.64 g,17.00 mg,120.00 IU,6.00 mcg,0.00 mcg,0.101 mg,2.1 mg,0.00 IU,0.13 mg,0.9 mcg,23.00 mg,0.037 mg,0.31 mg,12.00 mg,0.125 mg,12.00 mg,108.00 mg,0.3 mcg,0.19 mg,0.022 g,6.91 g,1.5 g,2.76 g,0,0,0.57 g,0.117 g,0.042 g,0.239 g,0.00 mg,0.0 g,0.28 g,0.00 mg,91.60 g
1960,"Beans, microwaved, green, snap",100 g,39,0.5g,,0,2.31 g,3.00 mg,0,0,0,0.124 mg,7.3 mg,0,0,0,55.00 mg,0.090 mg,0.83 mg,28.00 mg,0.332 mg,49.00 mg,323.00 mg,0,0.38 mg,0,6.41 g,3.4 g,3.22 g,1.44 g,0.33 g,0.50 g,0,0,0,0,0,0.74 g,0,90.04 g
1961,"Babyfood, strained, lamb, meat",100 g,87,3.4g,1.7g,36mg,14.07 g,43.00 mg,0.00 IU,0.00 mcg,1.90 mcg,0.037 mg,1.2 mg,4.00 IU,0.19 mg,0.6 mcg,7.00 mg,0.148 mg,1.19 mg,13.00 mg,0.037 mg,104.00 mg,193.00 mg,2.2 mcg,2.43 mg,0,0.85 g,0.0 g,0.00 g,0,0,3.41 g,1.650 g,1.270 g,0.310 g,36.00 mg,0.0 g,0.60 g,0.00 mg,81.06 g
1962,"Duck, raw, liver, domesticated",100 g,136,4.6g,1.4g,515mg,18.74 g,140.00 mg,39907.00 IU,11984.00 mcg,54.00 mcg,0.760 mg,4.5 mg,0,0,0,11.00 mg,5.962 mg,30.53 mg,24.00 mg,0.258 mg,269.00 mg,230.00 mg,67.0 mcg,3.07 mg,1.088 g,3.53 g,0.0 g,0,0,0,4.64 g,1.440 g,0.710 g,0.630 g,515.00 mg,0,1.32 g,0,71.78 g
1963,"Duck, raw, meat and skin, wild",100 g,211,15g,5g,80mg,17.42 g,56.00 mg,88.00 IU,26.00 mcg,0.65 mcg,0.530 mg,5.2 mg,0,0,0,5.00 mg,0.312 mg,4.16 mg,20.00 mg,0.019 mg,168.00 mg,249.00 mg,12.8 mcg,0.77 mg,1.066 g,0.00 g,0.0 g,0,0,0,15.20 g,5.040 g,6.800 g,2.020 g,80.00 mg,0.0 g,1.16 g,0,66.52 g
